Results Table 1
,Specimen number (included),Specimen label,Diameter,Support span,Maximum Force
,,,(mm),(mm),(N)
"","3.7200","0.7732","0.6574"
"","3.7400","0.7775","0.6668"
"","3.7600","0.7816","0.6758"
"","3.7800","0.7856","0.6846"
"","3.8000","0.7896","0.6932"
"","3.8200","0.7938","0.7022"
"","3.8400","0.7981","0.7117"
"","3.8600","0.8026","0.7215"
"","3.8800","0.8070","0.7311"
"","3.9000","0.8114","0.7406"
"","3.9200","0.8158","0.7496"
"","3.9400","0.8201","0.7582"
"","3.9600","0.8242","0.7670"
"","3.9800","0.8283","0.5486"
197,Time,Displacement,Force
,(s),(mm),(kN)
"","0.0000","0.0000","-0.0001"
"","0.0200","0.0000","-0.0002"
"","0.0400","0.0002","0.0002"
"","0.0600","0.0009","0.0003"
"","0.0800","0.0030","0.0004"
"","0.1000","0.0058","0.0002"
"","0.1200","0.0074","0.0000"
"","0.1400","0.0087","0.0001"
"","0.1600","0.0117","0.0000"
"","0.1800","0.0167","-0.0001"
"","0.2000","0.0234","0.0000"
"","0.2200","0.0303","0.0000"
"","0.2400","0.0367","0.0002"
"","0.2600","0.0421","-0.0001"
"","0.2800","0.0466","-0.0002"
"","0.3000","0.0506","-0.0003"
"","0.3200","0.0543","-0.0003"
"","0.3400","0.0580","-0.0001"
"","0.3600","0.0618","0.0000"
"","0.3800","0.0656","0.0001"
"","0.4000","0.0698","0.0000"
"","0.4200","0.0741","-0.0002"
"","0.4400","0.0787","-0.0002"
"","0.4600","0.0832","-0.0002"
"","0.4800","0.0876","0.0000"
"","0.5000","0.0919","0.0000"
"","0.5200","0.0961","0.0003"
"","0.5400","0.1004","0.0003"
"","0.5600","0.1045","0.0001"
"","0.5800","0.1086","0.0001"
"","0.6000","0.1126","0.0001"
"","0.6200","0.1168","0.0001"
"","0.6400","0.1211","0.0000"
"","0.6600","0.1255","0.0001"
"","0.6800","0.1300","0.0000"
"","0.7000","0.1344","-0.0002"
"","0.7200","0.1387","-0.0001"
"","0.7400","0.1429","0.0004"
"","0.7600","0.1471","0.0007"
"","0.7800","0.1512","0.0003"
"","0.8000","0.1552","0.0003"
"","0.8200","0.1591","0.0003"
"","0.8400","0.1631","0.0004"
"","0.8600","0.1673","0.0003"
"","0.8800","0.1716","0.0000"
"","0.9000","0.1761","-0.0002"
"","0.9200","0.1805","-0.0004"
"","0.9400","0.1848","-0.0003"
"","0.9600","0.1891","0.0000"
"","0.9800","0.1933","0.0001"
"","1.0000","0.1974","-0.0004"
"","1.0200","0.2016","-0.0003"
"","1.0400","0.2056","0.0000"
"","1.0600","0.2097","0.0001"
"","1.0800","0.2139","0.0001"
"","1.1000","0.2183","0.0002"
"","1.1200","0.2228","0.0003"
"","1.1400","0.2273","0.0000"
"","1.1600","0.2318","0.0002"
"","1.1800","0.2361","0.0004"
"","1.2000","0.2402","0.0004"
"","1.2200","0.2444","0.0004"
"","1.2400","0.2484","0.0002"
"","1.2600","0.2525","0.0002"
"","1.2800","0.2564","-0.0001"
"","1.3000","0.2604","0.0002"
"","1.3200","0.2646","0.0001"
"","1.3400","0.2689","-0.0001"
"","1.3600","0.2732","0.0000"
"","1.3800","0.2776","0.0000"
"","1.4000","0.2819","-0.0001"
"","1.4200","0.2862","-0.0001"
"","1.4400","0.2905","-0.0001"
"","1.4600","0.2948","0.0000"
"","1.4800","0.2990","0.0002"
"","1.5000","0.3031","0.0005"
"","1.5200","0.3071","0.0003"
"","1.5400","0.3113","0.0002"
"","1.5600","0.3156","0.0003"
"","1.5800","0.3201","0.0002"
"","1.6000","0.3246","0.0000"
"","1.6200","0.3291","0.0002"
"","1.6400","0.3333","0.0004"
"","1.6600","0.3375","0.0001"
"","1.6800","0.3416","-0.0001"
"","1.7000","0.3457","0.0001"
"","1.7200","0.3497","0.0003"
"","1.7400","0.3537","0.0003"
"","1.7600","0.3577","0.0001"
"","1.7800","0.3619","-0.0001"
"","1.8000","0.3661","-0.0002"
"","1.8200","0.3705","0.0000"
"","1.8400","0.3749","0.0001"
"","1.8600","0.3793","-0.0004"
"","1.8800","0.3837","-0.0008"
"","1.9000","0.3880","-0.0005"
"","1.9200","0.3922","-0.0002"
"","1.9400","0.3963","-0.0001"
"","1.9600","0.4003","0.0001"
"","1.9800","0.4044","0.0001"
"","2.0000","0.4086","0.0000"
"","2.0200","0.4130","0.0000"
"","2.0400","0.4175","0.0001"
"","2.0600","0.4221","0.0002"
"","2.0800","0.4265","0.0001"
"","2.1000","0.4308","0.0001"
"","2.1200","0.4350","-0.0001"
"","2.1400","0.4391","-0.0001"
"","2.1600","0.4431","0.0000"
"","2.1800","0.4471","0.0002"
"","2.2000","0.4511","0.0003"
"","2.2200","0.4551","0.0000"
"","2.2400","0.4594","0.0000"
"","2.2600","0.4637","-0.0002"
"","2.2800","0.4681","-0.0001"
"","2.3000","0.4724","-0.0001"
"","2.3200","0.4767","0.0002"
"","2.3400","0.4811","0.0004"
"","2.3600","0.4854","0.0001"
"","2.3800","0.4897","0.0002"
"","2.4000","0.4938","0.0003"
"","2.4200","0.4977","0.0001"
"","2.4400","0.5018","-0.0001"
"","2.4600","0.5059","-0.0001"
"","2.4800","0.5104","0.0001"
"","2.5000","0.5150","-0.0001"
"","2.5200","0.5195","-0.0003"
"","2.5400","0.5239","-0.0001"
"","2.5600","0.5282","0.0024"
"","2.5800","0.5324","0.0088"
"","2.6000","0.5365","0.0172"
"","2.6200","0.5405","0.0262"
"","2.6400","0.5443","0.0354"
"","2.6600","0.5482","0.0441"
"","2.6800","0.5523","0.0533"
"","2.7000","0.5565","0.0631"
"","2.7200","0.5609","0.0738"
"","2.7400","0.5652","0.0848"
"","2.7600","0.5696","0.0959"
"","2.7800","0.5740","0.1070"
"","2.8000","0.5784","0.1182"
"","2.8200","0.5828","0.1298"
"","2.8400","0.5869","0.1410"
"","2.8600","0.5909","0.1518"
"","2.8800","0.5949","0.1626"
"","2.9000","0.5989","0.1737"
"","2.9200","0.6032","0.1854"
"","2.9400","0.6078","0.1981"
"","2.9600","0.6123","0.2107"
"","2.9800","0.6168","0.2231"
"","3.0000","0.6211","0.2355"
"","3.0200","0.6254","0.2478"
"","3.0400","0.6297","0.2601"
"","3.0600","0.6338","0.2715"
"","3.0800","0.6377","0.2826"
"","3.1000","0.6417","0.2942"
"","3.1200","0.6457","0.3055"
"","3.1400","0.6498","0.3175"
"","3.1600","0.6541","0.3298"
"","3.1800","0.6584","0.3424"
"","3.2000","0.6628","0.3555"
"","3.2200","0.6672","0.3683"
"","3.2400","0.6716","0.3810"
"","3.2600","0.6760","0.3938"
"","3.2800","0.6803","0.4062"
"","3.3000","0.6844","0.4183"
"","3.3200","0.6884","0.4299"
"","3.3400","0.6923","0.4413"
"","3.3600","0.6964","0.4530"
"","3.3800","0.7007","0.4658"
"","3.4000","0.7052","0.4791"
"","3.4200","0.7097","0.4923"
"","3.4400","0.7142","0.5056"
"","3.4600","0.7186","0.5184"
"","3.4800","0.7229","0.5308"
"","3.5000","0.7270","0.5431"
"","3.5200","0.7310","0.5547"
"","3.5400","0.7349","0.5662"
"","3.5600","0.7389","0.5780"
"","3.5800","0.7430","0.5898"
"","3.6000","0.7472","0.6024"
"","3.6200","0.7515","0.6156"
"","3.6400","0.7559","0.6282"
"","3.6600","0.7602","0.6409"
"","3.6800","0.7645","0.6539"
"","3.7000","0.7689","0.6672"
"","3.7200","0.7733","0.6803"
"","3.7400","0.7776","0.6935"
"","3.7600","0.7817","0.7058"
"","3.7800","0.7857","0.7177"
"","3.8000","0.7897","0.7295"
"","3.8200","0.7939","0.7416"
"","3.8400","0.7982","0.7548"
"","3.8600","0.8026","0.7684"
"","3.8800","0.8071","0.7822"
"","3.8980","0.8111","0.5617"
198,Time,Displacement,Force
,(s),(mm),(kN)
"","0.0000","0.0000","0.0001"
"","0.0200","0.0000","0.0002"
"","0.0400","0.0002","0.0001"
"","0.0600","0.0009","-0.0001"
"","0.0800","0.0030","0.0000"
"","0.1000","0.0058","0.0000"
"","0.1200","0.0074","-0.0001"
"","0.1400","0.0087","0.0000"
"","0.1600","0.0117","-0.0002"
"","0.1800","0.0168","-0.0001"
"","0.2000","0.0234","0.0000"
"","0.2200","0.0304","0.0000"
"","0.2400","0.0367","0.0000"
"","0.2600","0.0421","0.0000"
"","0.2800","0.0466","0.0002"
"","0.3000","0.0506","0.0004"
"","0.3200","0.0543","0.0002"
"","0.3400","0.0580","0.0002"
"","0.3600","0.0618","0.0002"
"","0.3800","0.0657","0.0000"
"","0.4000","0.0698","-0.0003"
"","0.4200","0.0742","-0.0001"
"","0.4400","0.0787","0.0002"
"","0.4600","0.0832","0.0002"
"","0.4800","0.0876","0.0003"
"","0.5000","0.0919","0.0001"
"","0.5200","0.0961","-0.0001"
"","0.5400","0.1003","0.0000"
"","0.5600","0.1045","0.0000"
"","0.5800","0.1086","0.0003"
"","0.6000","0.1126","0.0001"
"","0.6200","0.1168","0.0000"
"","0.6400","0.1211","0.0003"
"","0.6600","0.1256","0.0003"
"","0.6800","0.1301","0.0002"
"","0.7000","0.1345","-0.0001"
"","0.7200","0.1387","0.0000"
"","0.7400","0.1430","0.0003"
"","0.7600","0.1471","0.0003"
"","0.7800","0.1512","0.0003"
"","0.8000","0.1552","0.0002"
"","0.8200","0.1592","0.0002"
"","0.8400","0.1631","0.0003"
"","0.8600","0.1673","0.0003"
"","0.8800","0.1716","0.0001"
"","0.9000","0.1761","0.0000"
"","0.9200","0.1805","0.0001"
"","0.9400","0.1848","0.0000"
"","0.9600","0.1891","-0.0001"
"","0.9800","0.1933","0.0000"
"","1.0000","0.1975","0.0000"
"","1.0200","0.2016","0.0002"
"","1.0400","0.2056","0.0002"
"","1.0600","0.2097","-0.0001"
"","1.0800","0.2139","-0.0001"
"","1.1000","0.2182","-0.0001"
"","1.1200","0.2228","0.0002"
"","1.1400","0.2273","0.0000"
"","1.1600","0.2318","0.0001"
"","1.1800","0.2361","0.0001"
"","1.2000","0.2403","-0.0002"
"","1.2200","0.2444","0.0003"
"","1.2400","0.2485","0.0003"
"","1.2600","0.2525","0.0001"
"","1.2800","0.2564","0.0001"
"","1.3000","0.2604","0.0000"
"","1.3200","0.2646","0.0001"
"","1.3400","0.2689","0.0001"
"","1.3600","0.2733","0.0005"
"","1.3800","0.2776","0.0004"
"","1.4000","0.2819","0.0004"
"","1.4200","0.2862","0.0003"
"","1.4400","0.2905","-0.0001"
"","1.4600","0.2948","0.0001"
"","1.4800","0.2990","0.0001"
"","1.5000","0.3031","-0.0002"
"","1.5200","0.3071","0.0000"
"","1.5400","0.3113","0.0003"
"","1.5600","0.3156","0.0000"
"","1.5800","0.3201","-0.0002"
"","1.6000","0.3246","0.0000"
"","1.6200","0.3291","0.0001"
"","1.6400","0.3333","-0.0001"
"","1.6600","0.3375","0.0000"
"","1.6800","0.3416","-0.0001"
"","1.7000","0.3457","-0.0001"
"","1.7200","0.3497","-0.0002"
"","1.7400","0.3537","0.0001"
"","1.7600","0.3577","0.0001"
"","1.7800","0.3619","-0.0001"
"","1.8000","0.3662","0.0000"
"","1.8200","0.3706","-0.0002"
"","1.8400","0.3750","-0.0001"
"","1.8600","0.3793","0.0001"
"","1.8800","0.3837","0.0001"
"","1.9000","0.3880","0.0001"
"","1.9200","0.3922","0.0000"
"","1.9400","0.3963","-0.0001"
"","1.9600","0.4003","0.0003"
"","1.9800","0.4044","0.0003"
"","2.0000","0.4086","0.0004"
"","2.0200","0.4130","0.0002"
"","2.0400","0.4175","0.0000"
"","2.0600","0.4221","0.0002"
"","2.0800","0.4265","0.0000"
"","2.1000","0.4308","0.0003"
"","2.1200","0.4350","0.0004"
"","2.1400","0.4391","0.0000"
"","2.1600","0.4431","0.0001"
"","2.1800","0.4471","-0.0002"
"","2.2000","0.4511","0.0001"
"","2.2200","0.4551","-0.0001"
"","2.2400","0.4594","-0.0002"
"","2.2600","0.4637","-0.0001"
"","2.2800","0.4681","-0.0001"
"","2.3000","0.4724","0.0002"
"","2.3200","0.4767","0.0000"
"","2.3400","0.4811","0.0002"
"","2.3600","0.4854","0.0004"
"","2.3800","0.4897","0.0021"
"","2.4000","0.4938","0.0066"
"","2.4200","0.4977","0.0124"
"","2.4400","0.5018","0.0190"
"","2.4600","0.5059","0.0260"
"","2.4800","0.5104","0.0336"
"","2.5000","0.5150","0.0418"
"","2.5200","0.5195","0.0503"
"","2.5400","0.5239","0.0593"
"","2.5600","0.5282","0.0679"
"","2.5800","0.5324","0.0763"
"","2.6000","0.5365","0.0847"
"","2.6200","0.5405","0.0928"
"","2.6400","0.5443","0.1011"
"","2.6600","0.5482","0.1098"
"","2.6800","0.5523","0.1186"
"","2.7000","0.5565","0.1278"
"","2.7200","0.5609","0.1372"
"","2.7400","0.5652","0.1469"
"","2.7600","0.5696","0.1568"
"","2.7800","0.5740","0.1664"
"","2.8000","0.5784","0.1765"
"","2.8200","0.5828","0.1862"
"","2.8400","0.5870","0.1960"
"","2.8600","0.5910","0.2051"
"","2.8800","0.5949","0.2142"
"","2.9000","0.5989","0.2238"
"","2.9200","0.6033","0.2337"
"","2.9400","0.6078","0.2443"
"","2.9600","0.6123","0.2550"
"","2.9800","0.6168","0.2655"
"","3.0000","0.6212","0.2757"
"","3.0200","0.6254","0.2852"
"","3.0400","0.6297","0.2949"
"","3.0600","0.6338","0.3041"
"","3.0800","0.6378","0.3132"
"","3.1000","0.6417","0.3223"
"","3.1200","0.6457","0.3314"
"","3.1400","0.6498","0.3408"
"","3.1600","0.6541","0.3505"
"","3.1800","0.6584","0.3606"
"","3.2000","0.6628","0.3708"
"","3.2200","0.6672","0.3808"
"","3.2400","0.6716","0.3908"
"","3.2600","0.6760","0.4009"
"","3.2800","0.6803","0.4109"
"","3.3000","0.6844","0.4203"
"","3.3200","0.6884","0.4295"
"","3.3400","0.6924","0.4383"
"","3.3600","0.6965","0.4477"
"","3.3800","0.7008","0.4577"
"","3.4000","0.7052","0.4679"
"","3.4200","0.7098","0.4781"
"","3.4400","0.7142","0.4885"
"","3.4600","0.7186","0.4986"
"","3.4800","0.7229","0.5084"
"","3.5000","0.7270","0.5179"
"","3.5200","0.7310","0.5271"
"","3.5400","0.7350","0.5361"
"","3.5600","0.7389","0.5448"
"","3.5800","0.7430","0.5541"
"","3.6000","0.7472","0.5638"
"","3.6200","0.7515","0.5740"
"","3.6400","0.7559","0.5841"
"","3.6600","0.7602","0.5938"
"","3.6800","0.7645","0.6037"
"","3.7000","0.7689","0.6135"
"","3.7200","0.7733","0.6237"
"","3.7400","0.7776","0.6334"
"","3.7600","0.7817","0.6424"
"","3.7800","0.7857","0.6515"
"","3.8000","0.7897","0.6604"
"","3.8200","0.7939","0.6698"
"","3.8400","0.7982","0.6794"
"","3.8600","0.8027","0.6896"
"","3.8800","0.8071","0.6997"
"","3.9000","0.8115","0.7094"
"","3.9200","0.8159","0.7188"
"","3.9400","0.8202","0.7277"
"","3.9600","0.8243","0.7362"
"","3.9800","0.8284","0.7447"
"","4.0000","0.8323","0.7528"
"","4.0200","0.8362","0.7608"
"","4.0400","0.8403","0.7688"
"","4.0550","0.8434","0.5638"
199,Time,Displacement,Force
,(s),(mm),(kN)
"","0.0000","0.0000","-0.0003"
"","0.0200","0.0000","-0.0001"
"","0.0400","0.0002","0.0000"
"","0.0600","0.0009","0.0001"
"","0.0800","0.0030","0.0000"
"","0.1000","0.0059","-0.0002"
"","0.1200","0.0074","-0.0002"
"","0.1400","0.0088","-0.0003"
"","0.1600","0.0117","-0.0001"
"","0.1800","0.0168","-0.0001"
"","0.2000","0.0234","0.0000"
"","0.2200","0.0304","0.0001"
"","0.2400","0.0368","-0.0001"
"","0.2600","0.0422","0.0001"
"","0.2800","0.0467","-0.0001"
"","0.3000","0.0506","0.0001"
"","0.3200","0.0543","-0.0001"
"","0.3400","0.0580","-0.0001"
"","0.3600","0.0618","-0.0001"
"","0.3800","0.0657","-0.0002"
"","0.4000","0.0698","0.0001"
"","0.4200","0.0742","0.0000"
"","0.4400","0.0787","-0.0001"
"","0.4600","0.0832","-0.0001"
"","0.4800","0.0876","-0.0001"
"","0.5000","0.0919","-0.0001"
"","0.5200","0.0962","-0.0001"
"","0.5400","0.1004","0.0000"
"","0.5600","0.1046","-0.0001"
"","0.5800","0.1086","-0.0001"
"","0.6000","0.1127","-0.0001"
"","0.6200","0.1168","-0.0001"
"","0.6400","0.1211","-0.0001"
"","0.6600","0.1256","-0.0001"
"","0.6800","0.1301","-0.0002"
"","0.7000","0.1345","-0.0001"
"","0.7200","0.1388","-0.0001"
"","0.7400","0.1430","0.0000"
"","0.7600","0.1471","0.0002"
"","0.7800","0.1512","0.0003"
"","0.8000","0.1552","0.0000"
"","0.8200","0.1592","0.0000"
"","0.8400","0.1631","0.0000"
"","0.8600","0.1673","-0.0003"
"","0.8800","0.1716","-0.0001"
"","0.9000","0.1761","-0.0001"
"","0.9200","0.1805","-0.0003"
"","0.9400","0.1848","-0.0002"
"","0.9600","0.1891","0.0000"
"","0.9800","0.1933","-0.0001"
"","1.0000","0.1975","0.0000"
"","1.0200","0.2016","0.0001"
"","1.0400","0.2057","-0.0003"
"","1.0600","0.2097","-0.0005"
"","1.0800","0.2139","-0.0001"
"","1.1000","0.2183","0.0000"
"","1.1200","0.2228","0.0001"
"","1.1400","0.2274","0.0003"
"","1.1600","0.2318","0.0001"
"","1.1800","0.2361","0.0001"
"","1.2000","0.2403","-0.0002"
"","1.2200","0.2444","-0.0003"
"","1.2400","0.2485","-0.0001"
"","1.2600","0.2525","-0.0001"
"","1.2800","0.2565","-0.0001"
"","1.3000","0.2604","-0.0002"
"","1.3200","0.2646","-0.0001"
"","1.3400","0.2689","0.0000"
"","1.3600","0.2733","-0.0002"
"","1.3800","0.2776","-0.0001"
"","1.4000","0.2819","-0.0002"
"","1.4200","0.2862","-0.0001"
"","1.4400","0.2906","-0.0002"
"","1.4600","0.2948","-0.0001"
"","1.4800","0.2991","0.0000"
"","1.5000","0.3031","0.0000"
"","1.5200","0.3072","-0.0002"
"","1.5400","0.3113","-0.0004"
"","1.5600","0.3156","-0.0002"
"","1.5800","0.3201","-0.0001"
"","1.6000","0.3247","-0.0002"
"","1.6200","0.3291","-0.0001"
"","1.6400","0.3334","-0.0002"
"","1.6600","0.3375","0.0000"
"","1.6800","0.3417","0.0000"
"","1.7000","0.3457","0.0002"
"","1.7200","0.3497","0.0004"
"","1.7400","0.3537","0.0002"
"","1.7600","0.3577","0.0002"
"","1.7800","0.3619","0.0002"
"","1.8000","0.3662","0.0001"
"","1.8200","0.3706","0.0001"
"","1.8400","0.3750","-0.0001"
"","1.8600","0.3794","0.0000"
"","1.8800","0.3837","-0.0001"
"","1.9000","0.3880","0.0001"
"","1.9200","0.3922","0.0004"
"","1.9400","0.3963","0.0002"
"","1.9600","0.4004","0.0001"
"","1.9800","0.4044","-0.0002"
"","2.0000","0.4086","-0.0002"
"","2.0200","0.4130","-0.0001"
"","2.0400","0.4176","-0.0001"
"","2.0600","0.4221","0.0000"
"","2.0800","0.4265","-0.0002"
"","2.1000","0.4308","-0.0001"
"","2.1200","0.4350","0.0001"
"","2.1400","0.4391","0.0001"
"","2.1600","0.4431","-0.0001"
"","2.1800","0.4471","-0.0004"
"","2.2000","0.4511","-0.0003"
"","2.2200","0.4552","0.0000"
"","2.2400","0.4594","0.0001"
"","2.2600","0.4638","0.0000"
"","2.2800","0.4681","0.0000"
"","2.3000","0.4725","0.0000"
"","2.3200","0.4768","0.0000"
"","2.3400","0.4811","0.0000"
"","2.3600","0.4854","0.0002"
"","2.3800","0.4897","0.0000"
"","2.4000","0.4938","0.0001"
"","2.4200","0.4978","-0.0001"
"","2.4400","0.5018","0.0001"
"","2.4600","0.5060","0.0001"
"","2.4800","0.5104","-0.0002"
"","2.5000","0.5150","0.0001"
"","2.5200","0.5195","0.0002"
"","2.5400","0.5239","0.0003"
"","2.5600","0.5282","0.0001"
"","2.5800","0.5324","0.0008"
"","2.6000","0.5365","0.0046"
"","2.6200","0.5405","0.0106"
"","2.6400","0.5444","0.0181"
"","2.6600","0.5483","0.0254"
"","2.6800","0.5523","0.0329"
"","2.7000","0.5566","0.0409"
"","2.7200","0.5609","0.0498"
"","2.7400","0.5653","0.0594"
"","2.7600","0.5697","0.0693"
"","2.7800","0.5741","0.0791"
"","2.8000","0.5785","0.0890"
"","2.8200","0.5828","0.0995"
"","2.8400","0.5870","0.1098"
"","2.8600","0.5910","0.1197"
"","2.8800","0.5949","0.1297"
"","2.9000","0.5990","0.1399"
"","2.9200","0.6033","0.1508"
"","2.9400","0.6078","0.1629"
"","2.9600","0.6123","0.1750"
"","2.9800","0.6168","0.1866"
"","3.0000","0.6212","0.1979"
"","3.0200","0.6255","0.2093"
"","3.0400","0.6297","0.2209"
"","3.0600","0.6338","0.2318"
"","3.0800","0.6378","0.2430"
"","3.1000","0.6417","0.2536"
"","3.1200","0.6457","0.2647"
"","3.1400","0.6498","0.2760"
"","3.1600","0.6541","0.2879"
"","3.1800","0.6585","0.3001"
"","3.2000","0.6628","0.3123"
"","3.2200","0.6672","0.3251"
"","3.2400","0.6716","0.3373"
"","3.2600","0.6760","0.3496"
"","3.2800","0.6803","0.3617"
"","3.3000","0.6845","0.3733"
"","3.3200","0.6884","0.3847"
"","3.3400","0.6924","0.3961"
"","3.3600","0.6965","0.4079"
"","3.3800","0.7008","0.4200"
"","3.4000","0.7053","0.4324"
"","3.4200","0.7097","0.4454"
"","3.4400","0.7142","0.4579"
"","3.4600","0.7186","0.4706"
"","3.4800","0.7229","0.4829"
"","3.5000","0.7270","0.4950"
"","3.5200","0.7310","0.5065"
"","3.5400","0.7350","0.5173"
"","3.5600","0.7389","0.3733"
"","3.5640","0.7397","0.3139"
200,Time,Displacement,Force
,(s),(mm),(kN)
"","0.0000","0.0000","0.0001"
"","0.0200","0.0000","-0.0001"
"","0.0400","0.0002","0.0000"
"","0.0600","0.0005","0.0000"
"","0.0800","0.0015","0.0001"
"","0.1000","0.0039","-0.0001"
"","0.1200","0.0065","0.0000"
"","0.1400","0.0078","0.0002"
"","0.1600","0.0092","-0.0001"
"","0.1800","0.0122","-0.0002"
"","0.2000","0.0175","-0.0001"
"","0.2200","0.0244","0.0002"
"","0.2400","0.0316","-0.0001"
"","0.2600","0.0380","0.0000"
"","0.2800","0.0432","0.0000"
"","0.3000","0.0474","-0.0001"
"","0.3200","0.0510","0.0000"
"","0.3400","0.0545","-0.0002"
"","0.3600","0.0581","0.0001"
"","0.3800","0.0622","-0.0001"
"","0.4000","0.0665","0.0000"
"","0.4200","0.0710","-0.0002"
"","0.4400","0.0756","-0.0002"
"","0.4600","0.0801","-0.0001"
"","0.4800","0.0845","0.0000"
"","0.5000","0.0888","0.0000"
"","0.5200","0.0929","-0.0001"
"","0.5400","0.0969","0.0000"
"","0.5600","0.1009","0.0000"
"","0.5800","0.1049","0.0001"
"","0.6000","0.1091","-0.0001"
"","0.6200","0.1135","0.0002"
"","0.6400","0.1181","0.0000"
"","0.6600","0.1228","0.0000"
"","0.6800","0.1272","0.0000"
"","0.7000","0.1314","-0.0001"
"","0.7200","0.1355","-0.0001"
"","0.7400","0.1395","-0.0002"
"","0.7600","0.1435","0.0002"
"","0.7800","0.1475","0.0001"
"","0.8000","0.1516","0.0001"
"","0.8200","0.1556","0.0000"
"","0.8400","0.1598","0.0000"
"","0.8600","0.1641","0.0000"
"","0.8800","0.1685","-0.0001"
"","0.9000","0.1729","-0.0001"
"","0.9200","0.1773","-0.0002"
"","0.9400","0.1816","0.0000"
"","0.9600","0.1858","-0.0004"
"","0.9800","0.1900","-0.0002"
"","1.0000","0.1941","0.0001"
"","1.0200","0.1981","0.0000"
"","1.0400","0.2021","-0.0001"
"","1.0600","0.2063","0.0000"
"","1.0800","0.2108","0.0001"
"","1.1000","0.2154","-0.0001"
"","1.1200","0.2200","0.0001"
"","1.1400","0.2244","-0.0001"
"","1.1600","0.2287","0.0000"
"","1.1800","0.2327","0.0000"
"","1.2000","0.2368","0.0001"
"","1.2200","0.2408","0.0001"
"","1.2400","0.2448","-0.0002"
"","1.2600","0.2488","-0.0002"
"","1.2800","0.2529","-0.0001"
"","1.3000","0.2571","0.0002"
"","1.3200","0.2614","0.0000"
"","1.3400","0.2659","0.0001"
"","1.3600","0.2704","0.0000"
"","1.3800","0.2749","0.0002"
"","1.4000","0.2793","0.0002"
"","1.4200","0.2835","-0.0001"
"","1.4400","0.2876","0.0000"
"","1.4600","0.2916","-0.0001"
"","1.4800","0.2956","0.0002"
"","1.5000","0.2996","0.0000"
"","1.5200","0.3038","0.0002"
