Results Table 1
,Specimen number (included),Specimen label,Diameter,Support span,Maximum Force
,,,(mm),(mm),(N)
"","1.2000","0.2398","0.3290"
"","1.2200","0.2440","0.3424"
"","1.2400","0.2484","0.3563"
"","1.2600","0.2530","0.3705"
"","1.2800","0.2574","0.3846"
"","1.3000","0.2618","0.3985"
"","1.3200","0.2661","0.4121"
"","1.3400","0.2704","0.4257"
"","1.3600","0.2745","0.4389"
"","1.3800","0.2785","0.4518"
"","1.4000","0.2825","0.4644"
"","1.4200","0.2864","0.4771"
"","1.4400","0.2905","0.3141"
"","1.4430","0.2911","0.2731"
282,Time,Displacement,Force
,(s),(mm),(kN)
"","0.0000","0.0000","-0.0004"
"","0.0200","0.0000","0.0000"
"","0.0400","0.0002","0.0001"
"","0.0600","0.0011","-0.0002"
"","0.0800","0.0034","-0.0003"
"","0.1000","0.0060","-0.0002"
"","0.1200","0.0073","-0.0001"
"","0.1400","0.0088","-0.0002"
"","0.1600","0.0121","0.0000"
"","0.1800","0.0176","0.0000"
"","0.2000","0.0243","-0.0001"
"","0.2200","0.0311","-0.0001"
"","0.2400","0.0371","0.0000"
"","0.2600","0.0421","0.0000"
"","0.2800","0.0462","-0.0002"
"","0.3000","0.0501","-0.0002"
"","0.3200","0.0540","-0.0002"
"","0.3400","0.0582","-0.0002"
"","0.3600","0.0626","-0.0002"
"","0.3800","0.0670","-0.0002"
"","0.4000","0.0715","-0.0003"
"","0.4200","0.0759","-0.0002"
"","0.4400","0.0801","0.0000"
"","0.4600","0.0842","-0.0001"
"","0.4800","0.0881","-0.0001"
"","0.5000","0.0920","0.0000"
"","0.5200","0.0959","0.0000"
"","0.5400","0.1000","-0.0002"
"","0.5600","0.1044","0.0000"
"","0.5800","0.1088","0.0002"
"","0.6000","0.1132","0.0000"
"","0.6200","0.1176","0.0000"
"","0.6400","0.1219","-0.0001"
"","0.6600","0.1262","0.0000"
"","0.6800","0.1304","0.0005"
"","0.7000","0.1346","0.0045"
"","0.7200","0.1387","0.0118"
"","0.7400","0.1427","0.0201"
"","0.7600","0.1468","0.0289"
"","0.7800","0.1512","0.0381"
"","0.8000","0.1557","0.0478"
"","0.8200","0.1602","0.0575"
"","0.8400","0.1646","0.0672"
"","0.8600","0.1689","0.0770"
"","0.8800","0.1732","0.0867"
"","0.9000","0.1773","0.0966"
"","0.9200","0.1814","0.1064"
"","0.9400","0.1852","0.1160"
"","0.9600","0.1891","0.1257"
"","0.9800","0.1930","0.1360"
"","1.0000","0.1972","0.1470"
"","1.0200","0.2016","0.1586"
"","1.0400","0.2060","0.1708"
"","1.0600","0.2104","0.1829"
"","1.0800","0.2148","0.1950"
"","1.1000","0.2192","0.2072"
"","1.1200","0.2235","0.2195"
"","1.1400","0.2277","0.2312"
"","1.1600","0.2318","0.2429"
"","1.1800","0.2358","0.2543"
"","1.2000","0.2398","0.2658"
"","1.2200","0.2440","0.2776"
"","1.2400","0.2484","0.2905"
"","1.2600","0.2529","0.3038"
"","1.2800","0.2574","0.3170"
"","1.3000","0.2618","0.3297"
"","1.3200","0.2661","0.3425"
"","1.3400","0.2704","0.3549"
"","1.3600","0.2745","0.3669"
"","1.3800","0.2785","0.3789"
"","1.4000","0.2824","0.3907"
"","1.4200","0.2864","0.4022"
"","1.4400","0.2905","0.4143"
"","1.4600","0.2948","0.4273"
"","1.4800","0.2991","0.4407"
"","1.5000","0.3035","0.4541"
"","1.5200","0.3078","0.4670"
"","1.5400","0.3121","0.4800"
"","1.5600","0.3165","0.4933"
"","1.5800","0.3209","0.5066"
"","1.6000","0.3251","0.5196"
"","1.6200","0.3292","0.5321"
"","1.6400","0.3332","0.5442"
"","1.6600","0.3372","0.5565"
"","1.6800","0.3414","0.5694"
"","1.7000","0.3458","0.5831"
"","1.7200","0.3504","0.5972"
"","1.7400","0.3549","0.6112"
"","1.7600","0.3593","0.6248"
"","1.7800","0.3636","0.6381"
"","1.8000","0.3677","0.6508"
"","1.8200","0.3718","0.6631"
"","1.8400","0.3757","0.6755"
"","1.8580","0.3793","0.4756"
283,Time,Displacement,Force
,(s),(mm),(kN)
"","0.0000","0.0000","-0.0001"
"","0.0200","0.0000","0.0000"
"","0.0400","0.0002","-0.0001"
"","0.0600","0.0009","0.0000"
"","0.0800","0.0029","-0.0001"
"","0.1000","0.0058","0.0002"
"","0.1200","0.0076","-0.0001"
"","0.1400","0.0090","0.0001"
"","0.1600","0.0120","-0.0001"
"","0.1800","0.0172","0.0000"
"","0.2000","0.0237","-0.0001"
"","0.2200","0.0303","-0.0001"
"","0.2400","0.0363","-0.0001"
"","0.2600","0.0412","-0.0001"
"","0.2800","0.0454","0.0001"
"","0.3000","0.0492","0.0000"
"","0.3200","0.0529","0.0000"
"","0.3400","0.0570","-0.0002"
"","0.3600","0.0614","-0.0001"
"","0.3800","0.0660","-0.0001"
"","0.4000","0.0707","0.0001"
"","0.4200","0.0752","0.0000"
"","0.4400","0.0795","0.0002"
"","0.4600","0.0836","-0.0001"
"","0.4800","0.0876","0.0000"
"","0.5000","0.0915","0.0001"
"","0.5200","0.0954","0.0001"
"","0.5400","0.0993","0.0001"
"","0.5600","0.1033","0.0001"
"","0.5800","0.1076","0.0000"
"","0.6000","0.1120","0.0001"
"","0.6200","0.1165","0.0002"
"","0.6400","0.1210","-0.0001"
"","0.6600","0.1253","0.0000"
"","0.6800","0.1296","0.0000"
"","0.7000","0.1338","0.0002"
"","0.7200","0.1379","-0.0001"
"","0.7400","0.1420","0.0001"
"","0.7600","0.1460","-0.0002"
"","0.7800","0.1502","0.0000"
"","0.8000","0.1546","-0.0002"
"","0.8200","0.1592","0.0001"
"","0.8400","0.1638","-0.0001"
"","0.8600","0.1682","0.0000"
"","0.8800","0.1725","0.0000"
"","0.9000","0.1767","0.0002"
"","0.9200","0.1807","0.0001"
"","0.9400","0.1847","0.0001"
"","0.9600","0.1887","0.0001"
"","0.9800","0.1926","0.0001"
"","1.0000","0.1966","0.0003"
"","1.0200","0.2008","0.0002"
"","1.0400","0.2052","0.0000"
"","1.0600","0.2097","-0.0001"
"","1.0800","0.2141","0.0001"
"","1.1000","0.2186","-0.0001"
"","1.1200","0.2230","0.0001"
"","1.1400","0.2273","-0.0001"
"","1.1600","0.2315","0.0000"
"","1.1800","0.2355","-0.0001"
"","1.2000","0.2394","-0.0001"
"","1.2200","0.2434","-0.0001"
"","1.2400","0.2476","0.0000"
"","1.2600","0.2520","0.0001"
"","1.2800","0.2566","0.0000"
"","1.3000","0.2612","0.0000"
"","1.3200","0.2656","-0.0001"
"","1.3400","0.2698","0.0000"
"","1.3600","0.2740","-0.0003"
"","1.3800","0.2781","-0.0001"
"","1.4000","0.2821","-0.0002"
"","1.4200","0.2861","0.0001"
"","1.4400","0.2901","0.0001"
"","1.4600","0.2942","0.0003"
"","1.4800","0.2984","0.0000"
"","1.5000","0.3028","0.0000"
"","1.5200","0.3071","0.0000"
"","1.5400","0.3114","-0.0002"
"","1.5600","0.3157","-0.0001"
"","1.5800","0.3201","-0.0003"
"","1.6000","0.3245","-0.0001"
"","1.6200","0.3288","-0.0001"
"","1.6400","0.3328","0.0000"
"","1.6600","0.3367","-0.0001"
"","1.6800","0.3408","0.0000"
"","1.7000","0.3450","-0.0003"
"","1.7200","0.3494","-0.0001"
"","1.7400","0.3540","-0.0002"
"","1.7600","0.3584","0.0000"
"","1.7800","0.3628","-0.0001"
"","1.8000","0.3671","0.0000"
"","1.8200","0.3714","-0.0001"
"","1.8400","0.3754","-0.0001"
"","1.8600","0.3794","-0.0002"
"","1.8800","0.3832","-0.0001"
"","1.9000","0.3872","-0.0001"
"","1.9200","0.3914","-0.0002"
"","1.9400","0.3958","0.0001"
"","1.9600","0.4002","0.0002"
"","1.9800","0.4045","0.0002"
"","2.0000","0.4088","0.0000"
"","2.0200","0.4131","0.0000"
"","2.0400","0.4174","-0.0003"
"","2.0600","0.4217","-0.0003"
"","2.0800","0.4259","-0.0003"
"","2.1000","0.4299","0.0000"
"","2.1200","0.4339","-0.0001"
"","2.1400","0.4380","0.0000"
"","2.1600","0.4423","0.0000"
"","2.1800","0.4467","0.0000"
"","2.2000","0.4512","-0.0002"
"","2.2200","0.4556","-0.0002"
"","2.2400","0.4600","-0.0001"
"","2.2600","0.4644","-0.0001"
"","2.2800","0.4687","0.0000"
"","2.3000","0.4727","0.0000"
"","2.3200","0.4766","0.0001"
"","2.3400","0.4805","0.0000"
"","2.3600","0.4844","0.0002"
"","2.3800","0.4886","0.0001"
"","2.4000","0.4929","0.0000"
"","2.4200","0.4973","-0.0002"
"","2.4400","0.5016","-0.0001"
"","2.4600","0.5059","-0.0002"
"","2.4800","0.5103","0.0000"
"","2.5000","0.5148","-0.0001"
"","2.5200","0.5192","0.0001"
"","2.5400","0.5233","0.0001"
"","2.5600","0.5272","-0.0001"
"","2.5800","0.5310","0.0000"
"","2.6000","0.5351","-0.0001"
"","2.6200","0.5395","0.0000"
"","2.6400","0.5440","-0.0003"
"","2.6600","0.5486","0.0000"
"","2.6800","0.5531","-0.0001"
"","2.7000","0.5575","0.0000"
"","2.7200","0.5618","-0.0002"
"","2.7400","0.5660","0.0000"
"","2.7600","0.5700","-0.0001"
"","2.7800","0.5740","0.0000"
"","2.8000","0.5779","-0.0003"
"","2.8200","0.5820","-0.0001"
"","2.8400","0.5862","0.0000"
"","2.8600","0.5905","-0.0001"
"","2.8800","0.5947","0.0000"
"","2.9000","0.5990","-0.0002"
"","2.9200","0.6033","-0.0001"
"","2.9400","0.6078","-0.0002"
"","2.9600","0.6123","0.0000"
"","2.9800","0.6166","-0.0001"
"","3.0000","0.6207","0.0001"
"","3.0200","0.6247","-0.0001"
"","3.0400","0.6287","0.0001"
"","3.0600","0.6328","-0.0002"
"","3.0800","0.6371","-0.0001"
"","3.1000","0.6415","-0.0001"
"","3.1200","0.6460","-0.0001"
"","3.1400","0.6504","-0.0002"
"","3.1600","0.6549","-0.0003"
"","3.1800","0.6593","-0.0002"
"","3.2000","0.6635","0.0000"
"","3.2200","0.6675","0.0001"
"","3.2400","0.6714","-0.0001"
"","3.2600","0.6753","0.0001"
"","3.2800","0.6794","0.0000"
"","3.3000","0.6836","0.0002"
"","3.3200","0.6878","0.0000"
"","3.3400","0.6920","0.0001"
"","3.3600","0.6963","0.0001"
"","3.3800","0.7008","0.0002"
"","3.4000","0.7053","0.0001"
"","3.4200","0.7097","0.0001"
"","3.4400","0.7139","-0.0003"
"","3.4600","0.7180","-0.0001"
"","3.4800","0.7219","0.0000"
"","3.5000","0.7259","-0.0001"
"","3.5200","0.7301","0.0000"
"","3.5400","0.7344","-0.0001"
"","3.5600","0.7388","0.0000"
"","3.5800","0.7433","-0.0001"
"","3.6000","0.7478","0.0000"
"","3.6200","0.7522","-0.0003"
"","3.6400","0.7566","0.0000"
"","3.6600","0.7607","-0.0001"
"","3.6800","0.7647","0.0000"
"","3.7000","0.7687","0.0000"
"","3.7200","0.7727","0.0001"
"","3.7400","0.7768","0.0000"
"","3.7600","0.7809","0.0001"
"","3.7800","0.7851","0.0000"
"","3.8000","0.7893","0.0002"
"","3.8200","0.7937","0.0001"
"","3.8400","0.7983","-0.0002"
"","3.8600","0.8028","-0.0001"
"","3.8800","0.8072","0.0004"
"","3.9000","0.8114","0.0016"
"","3.9200","0.8154","0.0028"
"","3.9400","0.8194","0.0038"
"","3.9600","0.8235","0.0047"
"","3.9800","0.8277","0.0059"
"","4.0000","0.8320","0.0068"
"","4.0200","0.8364","0.0080"
"","4.0400","0.8408","0.0088"
"","4.0600","0.8454","0.0102"
"","4.0800","0.8498","0.0115"
"","4.1000","0.8541","0.0127"
"","4.1200","0.8581","0.0137"
"","4.1400","0.8620","0.0148"
"","4.1600","0.8660","0.0157"
"","4.1800","0.8701","0.0166"
"","4.2000","0.8743","0.0178"
"","4.2200","0.8785","0.0188"
"","4.2400","0.8827","0.0200"
"","4.2600","0.8869","0.0211"
"","4.2800","0.8912","0.0222"
"","4.3000","0.8957","0.0232"
"","4.3200","0.9001","0.0246"
"","4.3400","0.9044","0.0255"
"","4.3600","0.9085","0.0267"
"","4.3800","0.9126","0.0276"
"","4.4000","0.9167","0.0289"
"","4.4200","0.9208","0.0301"
"","4.4400","0.9251","0.0314"
"","4.4600","0.9293","0.0323"
"","4.4800","0.9337","0.0333"
"","4.5000","0.9382","0.0346"
"","4.5200","0.9427","0.0358"
"","4.5400","0.9472","0.0371"
"","4.5600","0.9514","0.0381"
"","4.5800","0.9555","0.0392"
"","4.6000","0.9594","0.0400"
"","4.6200","0.9633","0.0413"
"","4.6400","0.9674","0.0423"
"","4.6600","0.9715","0.0435"
"","4.6800","0.9757","0.0444"
"","4.7000","0.9799","0.0458"
"","4.7200","0.9842","0.0467"
"","4.7400","0.9886","0.0481"
"","4.7600","0.9932","0.0493"
"","4.7800","0.9976","0.0505"
"","4.8000","1.0018","0.0515"
"","4.8200","1.0059","0.0526"
"","4.8400","1.0099","0.0536"
"","4.8600","1.0140","0.0546"
"","4.8800","1.0182","0.0560"
"","4.9000","1.0224","0.0570"
"","4.9200","1.0267","0.0582"
"","4.9400","1.0311","0.0593"
"","4.9600","1.0356","0.0607"
"","4.9800","1.0401","0.0617"
"","5.0000","1.0444","0.0628"
"","5.0200","1.0486","0.0639"
"","5.0400","1.0526","0.0652"
"","5.0600","1.0566","0.0662"
"","5.0800","1.0607","0.0672"
"","5.1000","1.0648","0.0684"
"","5.1200","1.0689","0.0694"
"","5.1400","1.0730","0.0706"
"","5.1600","1.0771","0.0717"
"","5.1800","1.0814","0.0727"
"","5.2000","1.0858","0.0738"
"","5.2200","1.0902","0.0752"
"","5.2400","1.0947","0.0762"
"","5.2600","1.0990","0.0776"
"","5.2800","1.1032","0.0788"
"","5.3000","1.1073","0.0801"
"","5.3200","1.1114","0.0808"
"","5.3400","1.1155","0.0820"
"","5.3600","1.1197","0.0831"
"","5.3800","1.1239","0.0843"
"","5.4000","1.1283","0.0852"
"","5.4200","1.1328","0.0866"
"","5.4400","1.1373","0.0880"
"","5.4600","1.1417","0.0813"
"","5.4800","1.1460","0.0340"
"","5.5000","1.1500","0.0039"
"","5.5200","1.1541","-0.0036"
"","5.5400","1.1580","-0.0025"
"","5.5600","1.1621","-0.0005"
"","5.5800","1.1662","0.0000"
"","5.6000","1.1704","0.0001"
"","5.6200","1.1747","0.0000"
"","5.6400","1.1790","-0.0001"
"","5.6600","1.1833","-0.0001"
"","5.6800","1.1878","0.0002"
"","5.7000","1.1922","0.0001"
"","5.7200","1.1965","0.0000"
"","5.7400","1.2006","-0.0002"
"","5.7600","1.2046","-0.0002"
"","5.7800","1.2087","-0.0001"
"","5.8000","1.2128","0.0001"
"","5.8200","1.2171","0.0002"
"","5.8400","1.2214","0.0000"
"","5.8600","1.2259","-0.0001"
"","5.8800","1.2304","-0.0001"
"","5.9000","1.2349","0.0000"
"","5.9200","1.2392","-0.0001"
"","5.9400","1.2434","0.0001"
"","5.9600","1.2474","0.0002"
"","5.9800","1.2513","0.0003"
"","6.0000","1.2552","0.0002"
"","6.0200","1.2593","0.0003"
"","6.0400","1.2635","-0.0001"
"","6.0600","1.2677","-0.0001"
"","6.0800","1.2719","-0.0001"
"","6.1000","1.2762","-0.0001"
"","6.1200","1.2807","0.0001"
"","6.1400","1.2851","0.0001"
"","6.1600","1.2896","0.0001"
"","6.1800","1.2938","0.0000"
"","6.2000","1.2979","0.0000"
"","6.2200","1.3019","-0.0002"
"","6.2400","1.3059","0.0001"
"","6.2600","1.3100","0.0000"
"","6.2800","1.3143","0.0001"
"","6.3000","1.3187","-0.0002"
"","6.3200","1.3232","0.0000"
"","6.3400","1.3277","-0.0003"
"","6.3600","1.3322","0.0000"
"","6.3800","1.3365","0.0000"
"","6.4000","1.3406","0.0000"
"","6.4200","1.3446","0.0000"
"","6.4400","1.3486","0.0000"
"","6.4600","1.3526","-0.0001"
"","6.4800","1.3568","-0.0003"
"","6.5000","1.3609","-0.0002"
"","6.5200","1.3651","-0.0001"
"","6.5400","1.3693","0.0001"
"","6.5600","1.3736","0.0000"
"","6.5800","1.3780","0.0001"
"","6.6000","1.3825","-0.0001"
"","6.6200","1.3870","-0.0001"
"","6.6400","1.3913","-0.0003"
"","6.6600","1.3954","0.0000"
"","6.6800","1.3994","-0.0001"
"","6.7000","1.4035","0.0001"
"","6.7200","1.4077","0.0000"
"","6.7400","1.4120","0.0000"
"","6.7600","1.4164","-0.0001"
"","6.7800","1.4208","0.0001"
"","6.8000","1.4253","0.0001"
"","6.8200","1.4297","0.0001"
"","6.8400","1.4340","0.0000"
"","6.8600","1.4381","-0.0002"
"","6.8800","1.4421","-0.0001"
"","6.9000","1.4461","-0.0003"
"","6.9200","1.4502","0.0000"
"","6.9400","1.4543","-0.0001"
"","6.9600","1.4585","0.0000"
"","6.9800","1.4626","-0.0001"
"","7.0000","1.4668","0.0000"
"","7.0200","1.4711","-0.0001"
"","7.0400","1.4755","-0.0001"
"","7.0600","1.4800","-0.0003"
"","7.0800","1.4844","0.0000"
"","7.1000","1.4886","0.0002"
"","7.1200","1.4927","0.0002"
"","7.1400","1.4968","0.0001"
"","7.1600","1.5009","0.0001"
"","7.1800","1.5050","0.0000"
"","7.2000","1.5093","-0.0001"
"","7.2200","1.5136","0.0002"
"","7.2400","1.5181","0.0001"
"","7.2600","1.5226","0.0003"
"","7.2800","1.5271","0.0001"
"","7.3000","1.5313","0.0002"
"","7.3200","1.5354","0.0000"
"","7.3400","1.5393","0.0002"
"","7.3600","1.5433","-0.0001"
"","7.3800","1.5473","0.0000"
"","7.4000","1.5514","-0.0001"
"","7.4200","1.5556","-0.0001"
"","7.4400","1.5598","-0.0001"
"","7.4600","1.5640","0.0000"
"","7.4800","1.5684","0.0001"
"","7.5000","1.5729","0.0000"
"","7.5200","1.5774","0.0001"
"","7.5400","1.5818","0.0000"
"","7.5600","1.5860","0.0002"
"","7.5800","1.5901","0.0001"
"","7.6000","1.5941","0.0002"
"","7.6200","1.5982","0.0001"
"","7.6400","1.6024","0.0001"
"","7.6600","1.6067","0.0000"
"","7.6800","1.6110","0.0002"
"","7.7000","1.6154","0.0000"
"","7.7200","1.6199","0.0000"
"","7.7400","1.6243","0.0000"
"","7.7600","1.6286","0.0001"
"","7.7800","1.6327","0.0000"
"","7.8000","1.6366","0.0000"
"","7.8200","1.6406","0.0000"
"","7.8400","1.6447","0.0000"
"","7.8600","1.6488","0.0002"
"","7.8800","1.6529","0.0001"
"","7.9000","1.6571","0.0003"
"","7.9200","1.6614","0.0000"
"","7.9400","1.6659","0.0001"
"","7.9600","1.6704","-0.0001"
"","7.9800","1.6748","0.0001"
"","8.0000","1.6791","0.0000"
"","8.0200","1.6833","0.0002"
"","8.0400","1.6874","-0.0001"
"","8.0600","1.6914","-0.0001"
"","8.0800","1.6955","0.0001"
"","8.1000","1.6997","0.0001"
"","8.1200","1.7040","0.0001"
"","8.1400","1.7083","0.0000"
"","8.1600","1.7128","0.0000"
"","8.1710","1.7153","0.0000"
284,Time,Displacement,Force
,(s),(mm),(kN)
"","0.0000","0.0000","-0.0001"
"","0.0200","0.0000","0.0000"
"","0.0400","0.0001","0.0000"
"","0.0600","0.0005","-0.0001"
"","0.0800","0.0015","-0.0002"
"","0.1000","0.0040","-0.0001"
"","0.1200","0.0067","0.0000"
"","0.1400","0.0082","0.0001"
"","0.1600","0.0097","-0.0002"
"","0.1800","0.0131","0.0000"
"","0.2000","0.0185","-0.0003"
"","0.2200","0.0253","-0.0002"
"","0.2400","0.0320","-0.0002"
"","0.2600","0.0378","0.0001"
"","0.2800","0.0427","-0.0001"
"","0.3000","0.0469","0.0001"
"","0.3200","0.0506","0.0000"
"","0.3400","0.0544","0.0001"
"","0.3600","0.0585","0.0000"
"","0.3800","0.0629","0.0000"
"","0.4000","0.0675","-0.0003"
"","0.4200","0.0721","-0.0001"
"","0.4400","0.0766","-0.0001"
"","0.4600","0.0809","0.0000"
"","0.4800","0.0850","0.0000"
"","0.5000","0.0890","0.0001"
"","0.5200","0.0929","-0.0001"
"","0.5400","0.0967","-0.0001"
"","0.5600","0.1006","-0.0001"
"","0.5800","0.1047","0.0001"
"","0.6000","0.1090","0.0000"
"","0.6200","0.1136","0.0000"
"","0.6400","0.1181","0.0000"
"","0.6600","0.1225","0.0000"
"","0.6800","0.1268","0.0000"
"","0.7000","0.1310","-0.0001"
"","0.7200","0.1352","0.0000"
"","0.7400","0.1393","0.0001"
"","0.7600","0.1434","0.0000"
"","0.7800","0.1475","-0.0003"
"","0.8000","0.1517","-0.0002"
"","0.8200","0.1561","-0.0002"
"","0.8400","0.1606","-0.0001"
"","0.8600","0.1651","0.0000"
"","0.8800","0.1695","0.0002"
"","0.9000","0.1739","-0.0001"
"","0.9200","0.1781","0.0003"
"","0.9400","0.1822","0.0000"
"","0.9600","0.1862","0.0002"
"","0.9800","0.1901","0.0000"
"","1.0000","0.1939","-0.0001"
"","1.0200","0.1979","-0.0001"
"","1.0400","0.2021","0.0000"
"","1.0600","0.2066","-0.0003"
"","1.0800","0.2111","-0.0003"
"","1.1000","0.2156","-0.0002"
"","1.1200","0.2200","0.0001"
"","1.1400","0.2243","0.0000"
"","1.1600","0.2286","0.0000"
"","1.1800","0.2327","-0.0001"
"","1.2000","0.2367","0.0000"
"","1.2200","0.2407","-0.0001"
"","1.2400","0.2447","0.0000"
"","1.2600","0.2489","0.0000"
"","1.2800","0.2534","0.0001"
"","1.3000","0.2580","0.0001"
"","1.3200","0.2625","0.0001"
"","1.3400","0.2669","0.0000"
"","1.3600","0.2711","-0.0002"
"","1.3800","0.2753","-0.0002"
"","1.4000","0.2794","-0.0001"
"","1.4200","0.2834","0.0001"
"","1.4400","0.2873","0.0000"
"","1.4600","0.2913","-0.0002"
"","1.4800","0.2954","-0.0003"
"","1.5000","0.2996","-0.0002"
"","1.5200","0.3040","0.0000"
"","1.5400","0.3083","0.0002"
"","1.5600","0.3126","-0.0002"
"","1.5800","0.3170","0.0000"
"","1.6000","0.3214","0.0000"
"","1.6200","0.3257","0.0001"
"","1.6400","0.3300","-0.0001"
"","1.6600","0.3340","-0.0001"
"","1.6800","0.3379","-0.0002"
"","1.7000","0.3420","-0.0001"
"","1.7200","0.3463","-0.0001"
"","1.7400","0.3508","-0.0001"
"","1.7600","0.3553","-0.0001"
"","1.7800","0.3598","0.0001"
"","1.8000","0.3641","-0.0001"
"","1.8200","0.3684","-0.0001"
"","1.8400","0.3726","-0.0001"
"","1.8600","0.3766","-0.0001"
"","1.8800","0.3805","0.0000"
"","1.9000","0.3844","0.0000"
"","1.9200","0.3884","0.0000"
"","1.9400","0.3927","-0.0001"
"","1.9600","0.3970","-0.0002"
"","1.9800","0.4014","-0.0001"
"","2.0000","0.4057","-0.0001"
"","2.0200","0.4100","-0.0002"
"","2.0400","0.4143","-0.0001"
"","2.0600","0.4187","-0.0001"
"","2.0800","0.4230","0.0000"
"","2.1000","0.4272","0.0000"
"","2.1200","0.4312","0.0001"
"","2.1400","0.4351","-0.0001"
"","2.1600","0.4393","0.0000"
"","2.1800","0.4437","-0.0002"
"","2.2000","0.4482","-0.0001"
"","2.2200","0.4526","-0.0003"
"","2.2400","0.4570","-0.0001"
"","2.2600","0.4614","-0.0003"
"","2.2800","0.4658","-0.0001"
"","2.3000","0.4700","-0.0002"
"","2.3200","0.4740","-0.0001"
"","2.3400","0.4778","0.0000"
"","2.3600","0.4817","0.0001"
"","2.3800","0.4857","-0.0001"
"","2.4000","0.4899","0.0000"
"","2.4200","0.4942","-0.0002"
"","2.4400","0.4986","-0.0001"
"","2.4600","0.5029","-0.0001"
"","2.4800","0.5072","0.0000"
"","2.5000","0.5117","-0.0001"
"","2.5200","0.5161","0.0000"
"","2.5400","0.5205","0.0001"
"","2.5600","0.5245","0.0001"
"","2.5800","0.5284","0.0002"
"","2.6000","0.5323","0.0003"
"","2.6200","0.5365","0.0001"
"","2.6400","0.5410","0.0000"
"","2.6600","0.5456","0.0001"
"","2.6800","0.5501","0.0001"
"","2.7000","0.5545","0.0002"
"","2.7200","0.5588","0.0000"
"","2.7400","0.5631","0.0001"
"","2.7600","0.5672","0.0001"
"","2.7800","0.5712","0.0002"
"","2.8000","0.5752","-0.0001"
"","2.8200","0.5791","0.0000"
"","2.8400","0.5832","0.0000"
"","2.8600","0.5875","0.0001"
"","2.8800","0.5918","0.0001"
"","2.9000","0.5960","0.0002"
"","2.9200","0.6003","0.0000"
"","2.9400","0.6046","0.0002"
"","2.9600","0.6091","0.0001"
"","2.9800","0.6136","0.0001"
"","3.0000","0.6179","0.0000"
"","3.0200","0.6220","0.0001"
"","3.0400","0.6259","0.0000"
"","3.0600","0.6300","0.0002"
"","3.0800","0.6342","-0.0001"
"","3.1000","0.6385","-0.0001"
"","3.1200","0.6429","-0.0001"
"","3.1400","0.6474","0.0001"
"","3.1600","0.6518","0.0001"
"","3.1800","0.6562","0.0002"
"","3.2000","0.6606","-0.0001"
"","3.2200","0.6647","0.0000"
"","3.2400","0.6687","-0.0001"
"","3.2600","0.6726","-0.0002"
"","3.2800","0.6765","-0.0002"
"","3.3000","0.6806","0.0000"
"","3.3200","0.6849","0.0006"
"","3.3400","0.6891","0.0014"
"","3.3600","0.6934","0.0025"
"","3.3800","0.6977","0.0035"
"","3.4000","0.7022","0.0048"
"","3.4200","0.7067","0.0059"
"","3.4400","0.7111","0.0073"
"","3.4600","0.7152","0.0081"
"","3.4800","0.7192","0.0093"
"","3.5000","0.7232","0.0103"
"","3.5200","0.7272","0.0114"
"","3.5400","0.7314","0.0124"
"","3.5600","0.7358","0.0136"
"","3.5800","0.7402","0.0148"
"","3.6000","0.7446","0.0161"
"","3.6200","0.7491","0.0171"
"","3.6400","0.7535","0.0185"
"","3.6600","0.7578","0.0195"
"","3.6800","0.7619","0.0208"
"","3.7000","0.7659","0.0218"
"","3.7200","0.7699","0.0229"
"","3.7400","0.7739","0.0238"
"","3.7600","0.7780","0.0248"
"","3.7800","0.7822","0.0259"
"","3.8000","0.7864","0.0274"
"","3.8200","0.7907","0.0284"
"","3.8400","0.7951","0.0296"
"","3.8600","0.7997","0.0311"
"","3.8800","0.8042","0.0324"
"","3.9000","0.8086","0.0335"
"","3.9200","0.8127","0.0346"
"","3.9400","0.8167","0.0357"
"","3.9600","0.8207","0.0367"
"","3.9800","0.8248","0.0378"
"","4.0000","0.8291","0.0389"
"","4.0200","0.8334","0.0400"
"","4.0400","0.8378","0.0412"
"","4.0600","0.8422","0.0425"
"","4.0800","0.8467","0.0437"
"","4.1000","0.8511","0.0450"
"","4.1200","0.8553","0.0461"
"","4.1400","0.8593","0.0476"
"","4.1600","0.8633","0.0485"
"","4.1800","0.8672","0.0497"
"","4.2000","0.8714","0.0504"
"","4.2200","0.8756","0.0517"
"","4.2400","0.8798","0.0528"
"","4.2600","0.8840","0.0542"
"","4.2800","0.8883","0.0551"
"","4.3000","0.8926","0.0564"
"","4.3200","0.8971","0.0576"
"","4.3400","0.9016","0.0590"
"","4.3600","0.9058","0.0600"
"","4.3800","0.9098","0.0612"
"","4.4000","0.9138","0.0624"
"","4.4200","0.9179","0.0635"
"","4.4400","0.9221","0.0647"
"","4.4600","0.9264","0.0658"
"","4.4800","0.9307","0.0670"
"","4.5000","0.9351","0.0684"
"","4.5200","0.9396","0.0695"
"","4.5400","0.9441","0.0708"
"","4.5600","0.9485","0.0721"
"","4.5800","0.9527","0.0731"
"","4.6000","0.9566","0.0743"
"","4.6200","0.9605","0.0753"
"","4.6400","0.9645","0.0765"
"","4.6600","0.9686","0.0776"
"","4.6800","0.9728","0.0790"
"","4.7000","0.9770","0.0799"
"","4.7200","0.9812","0.0812"
"","4.7400","0.9855","0.0822"
"","4.7600","0.9900","0.0836"
"","4.7800","0.9945","0.0848"
