Results Table 1
,Specimen label,Thickness,Width,Length,Rate 1
,,(mm),(mm),(mm),(mm/min)
"1","hdpe","3.20","12.73","94.87","25.40"
"2","hdpe5","3.18","12.73","87.86","127.00"
"3","hdpe20","3.18","12.67","91.29","508.00"

Results Table 2


1,Time,Displacement,Force
,(s),(mm),(kN)
"","12.6600","5.3319","1.0538"
"","12.6800","5.3408","1.0542"
"","12.7000","5.3494","1.0544"
"","12.7200","5.3576","1.0546"
"","12.7400","5.3658","1.0547"
"","12.7600","5.3741","1.0549"
"","12.7800","5.3826","1.0553"
"","12.8000","5.3911","1.0556"
"","12.8200","5.3994","1.0559"
"","12.8400","5.4077","1.0561"
"","12.8600","5.4162","1.0565"
"","12.8800","5.4249","1.0567"
"","12.9000","5.4338","1.0572"
"","12.9200","5.4425","1.0573"
"","12.9400","5.4508","1.0577"
"","12.9600","5.4590","1.0578"
"","12.9800","5.4673","1.0580"
"","13.0000","5.4757","1.0583"
"","13.0200","5.4841","1.0585"
"","13.0400","5.4925","1.0588"
"","13.0600","5.5008","1.0592"
"","13.0800","5.5093","1.0593"
"","13.1000","5.5179","1.0595"
"","13.1200","5.5267","1.0600"
"","13.1400","5.5355","1.0604"
"","13.1600","5.5439","1.0608"
"","13.1800","5.5522","1.0608"
"","13.2000","5.5604","1.0612"
"","13.2200","5.5688","1.0614"
"","13.2400","5.5772","1.0616"
"","13.2600","5.5856","1.0616"
"","13.2800","5.5939","1.0619"
"","13.3000","5.6023","1.0621"
"","13.3200","5.6108","1.0626"
"","13.3400","5.6196","1.0630"
"","13.3600","5.6284","1.0633"
"","13.3800","5.6370","1.0636"
"","13.4000","5.6452","1.0636"
"","13.4200","5.6534","1.0639"
"","13.4400","5.6619","1.0639"
"","13.4600","5.6704","1.0645"
"","13.4800","5.6790","1.0646"
"","13.5000","5.6874","1.0650"
"","13.5200","5.6956","1.0649"
"","13.5400","5.7040","1.0650"
"","13.5600","5.7126","1.0654"
"","13.5800","5.7214","1.0659"
"","13.6000","5.7302","1.0663"
"","13.6200","5.7387","1.0666"
"","13.6400","5.7470","1.0667"
"","13.6600","5.7553","1.0668"
"","13.6800","5.7637","1.0670"
"","13.7000","5.7721","1.0672"
"","13.7200","5.7804","1.0673"
"","13.7400","5.7885","1.0673"
"","13.7600","5.7968","1.0676"
"","13.7800","5.8053","1.0678"
"","13.8000","5.8142","1.0685"
"","13.8200","5.8230","1.0687"
"","13.8400","5.8316","1.0691"
"","13.8600","5.8399","1.0692"
"","13.8800","5.8482","1.0694"
"","13.9000","5.8566","1.0694"
"","13.9200","5.8651","1.0697"
"","13.9400","5.8736","1.0700"
"","13.9600","5.8820","1.0703"
"","13.9800","5.8903","1.0704"
"","14.0000","5.8987","1.0703"
"","14.0200","5.9074","1.0709"
"","14.0400","5.9162","1.0712"
"","14.0600","5.9249","1.0716"
"","14.0800","5.9335","1.0717"
"","14.1000","5.9418","1.0719"
"","14.1200","5.9502","1.0719"
"","14.1400","5.9587","1.0723"
"","14.1600","5.9671","1.0724"
"","14.1800","5.9754","1.0723"
"","14.2000","5.9836","1.0723"
"","14.2200","5.9919","1.0725"
"","14.2400","6.0004","1.0729"
"","14.2600","6.0092","1.0732"
"","14.2800","6.0180","1.0736"
"","14.3000","6.0266","1.0737"
"","14.3200","6.0349","1.0738"
"","14.3400","6.0432","1.0739"
"","14.3600","6.0515","1.0743"
"","14.3800","6.0599","1.0745"
"","14.4000","6.0683","1.0746"
"","14.4200","6.0766","1.0744"
"","14.4400","6.0849","1.0748"
"","14.4600","6.0934","1.0750"
"","14.4800","6.1021","1.0753"
"","14.5000","6.1110","1.0754"
"","14.5200","6.1197","1.0758"
"","14.5400","6.1281","1.0761"
"","14.5600","6.1363","1.0761"
"","14.5800","6.1446","1.0762"
"","14.6000","6.1530","1.0764"
"","14.6200","6.1614","1.0766"
